TopN,1244325820
shock1_O_OBJ_O_HIR,260161024
shock2_O_OBJ_O_HIR,3385810234
shock3_O_OBJ_O_HIR,3090848289
shock4_O_OBJ_O_HIR,648172903
shocksmoke1_O_OBJ_O_HIR,2701610307
shocksmoke2_O_OBJ_O_HIR,2399773144
smoke1_O_OBJ_O_HIR,2887938477
smoke2_O_OBJ_O_HIR,2859781048
smoke3_O_OBJ_O_HIR,719125086
smoke4_O_OBJ_O_HIR,4233579799
smoke1_VIS_O_OBJ_O_OBJ_O_HIR,3558404385
smoke2_VIS_O_OBJ_O_OBJ_O_HIR,2684028934
smoke3_VIS_O_OBJ_O_OBJ_O_HIR,2980510513
smoke4_VIS_O_OBJ_O_OBJ_O_HIR,1848565412
pCube1_VIS_O_OBJ_O_OBJ_O_HIR,890183422
pCube2_VIS_O_OBJ_O_OBJ_O_HIR,2460164870
pCube3_VIS_O_OBJ_O_OBJ_O_HIR,3133067672
pCube4_VIS_O_OBJ_O_OBJ_O_HIR,2421750094
pCube5_VIS_O_OBJ_O_OBJ_O_HIR,1711847961
pCube6_VIS_O_OBJ_O_OBJ_O_HIR,3322772417
pCube7_VIS_O_OBJ_O_OBJ_O_HIR,1971170886
pCube8_VIS_O_OBJ_O_OBJ_O_HIR,873637871
set01_BILLBOARD__O_OBJ_O_HIR_O_OBJ_O_HIR,1633627114
syogeki_BILLBOARD__O_OBJ_O_HIR_O_OBJ_O_HIR,1419240775
beam00_VIS_O_OBJ_O_OBJ_O_HIR,1808108918
beam01_VIS_O_OBJ_O_OBJ_O_HIR,2480779719
beam02_VIS_O_OBJ_O_OBJ_O_HIR,2477578759
beam03_VIS_O_OBJ_O_OBJ_O_HIR,2062777413
beam04_VIS_O_OBJ_O_OBJ_O_HIR,1710101353
beam05_VIS_O_OBJ_O_OBJ_O_HIR,2677002996
beam06_VIS_O_OBJ_O_OBJ_O_HIR,3062417508
group1_BILLBOARDYAXIS__O_OBJ_O_HIR,2647377483
beam_beam00_VIS_O_OBJ_O_OBJ_O_HIR,1745087786
beam_beam01_VIS_O_OBJ_O_OBJ_O_HIR,803825168
beam_beam02_VIS_O_OBJ_O_OBJ_O_HIR,1491006829
beam_beam03_VIS_O_OBJ_O_OBJ_O_HIR,1312894190
beam_beam04_VIS_O_OBJ_O_OBJ_O_HIR,2365760813
beam_beam05_VIS_O_OBJ_O_OBJ_O_HIR,2700727340
beam_beam06_VIS_O_OBJ_O_OBJ_O_HIR,1724887292
capsule_capsule1_O_OBJ_O_HIR,3409007284
capsule_capsule2_O_OBJ_O_HIR,4032544593
capsule_capsule_O_OBJ_O_HIR,569780398
group12_O_OBJ_O_HIR,607927092
tornadoA_O_OBJ_O_HIR,1090187751
tornadoB_O_OBJ_O_HIR,2162366228
tornadoGrpA_O_OBJ_O_HIR,2334281148
tornadoGrpB_O_OBJ_O_HIR,2692053972
windA10_O_OBJ_O_HIR,2494045268
windA11_O_OBJ_O_HIR,950157571
windA12_O_OBJ_O_HIR,3527656458
windA13_O_OBJ_O_HIR,875459993
windA14_O_OBJ_O_HIR,1313505946
windA15_O_OBJ_O_HIR,3367485422
windA16_O_OBJ_O_HIR,1499925276
windA1_O_OBJ_O_HIR,3774325391
windA3_O_OBJ_O_HIR,1726173981
windA4_O_OBJ_O_HIR,4002913672
windA5_O_OBJ_O_HIR,1023144959
windA6_O_OBJ_O_HIR,2944040466
windA8_O_OBJ_O_HIR,3135500791
windA9_O_OBJ_O_HIR,669141089
windB10_O_OBJ_O_HIR,949983228
windB11_O_OBJ_O_HIR,387412092
windB12_O_OBJ_O_HIR,1568441608
windB13_O_OBJ_O_HIR,48012211
windB14_O_OBJ_O_HIR,3270777447
windB15_O_OBJ_O_HIR,1320411151
windB16_O_OBJ_O_HIR,3282275742
windB1_O_OBJ_O_HIR,2882799884
windB3_O_OBJ_O_HIR,2112628699
windB4_O_OBJ_O_HIR,686373973
windB5_O_OBJ_O_HIR,4027995107
windB6_O_OBJ_O_HIR,2786883657
windB8_O_OBJ_O_HIR,1824044380
windB9_O_OBJ_O_HIR,3737047409
windGrpA_O_OBJ_O_HIR,786167047
windGrpB_O_OBJ_O_HIR,2844761540
fireB_add1_O_OBJ_O_HIR_O_SORTBIAS1000_,1655783119
fire_add1_O_OBJ_O_HIR_O_SORTBIAS1000_,615780076
fire_alpha1_O_OBJ_O_HIR_O_SORTBIASM100_,1980214385
fire_sub1_O_OBJ_O_HIR_O_SORTBIAS50_,3084911381
flare1_add1_O_OBJ_O_HIR_O_SORTBIAS100_,2527007900
flare2_add1_O_OBJ_O_HIR_O_SORTBIAS200_,3367119802
flare3_add11_VIS_O_OBJ_O_HIR_O_SORTBIAS100_,2551183660
crownA2_VIS_O_OBJ_O_HIR_O_SORTBIAS1000_,2941148365
crownA_VIS_O_OBJ_O_HIR_O_SORTBIASm1000_,3309469284
crownB2_VIS_O_OBJ_O_HIR_O_SORTBIAS1000_,481825152
crownB_VIS_O_OBJ_O_HIR_O_SORTBIASm1000_,4177584415
crownC_VIS_O_OBJ_O_HIR_O_SORTBIASm1000_,1074190999
crownD2_VIS_O_OBJ_O_HIR_O_SORTBIAS1000_,2003370800
crownD_VIS_O_OBJ_O_HIR_O_SORTBIASm1000_,568263094
crownE_VIS_O_OBJ_O_OBJ_O_HIR_O_SORTBIASm1500_,296763161
smoke_VIS_O_OBJ_O_OBJ_O_HIR_O_SORTBIASm2000_,3351333670
flashA2_BILLBOARDYAXIS__O_OBJ_O_HIR_O_SORTBIAS1100_,4164586153
flashA_BILLBOARDYAXIS__O_OBJ_O_HIR_O_SORTBIAS1000_,3527907625
flashB_BILLBOARDYAXIS__O_OBJ_O_HIR,4043344889
impact1_BILLBOARDYAXIS__O_OBJ_O_HIR_O_OBJ_O_HIR_O_SORTBIAS1200_,28139556
impact2_VIS_O_OBJ_O_OBJ_O_HIR_O_SORTBIAS1200_,3687737651
shockA_BILLBOARDYAXIS__O_OBJ_O_HIR_O_OBJ_O_HIR_O_SORTBIAS1200_,3680802968
shockB_BILLBOARDYAXIS__O_OBJ_O_HIR_O_OBJ_O_HIR_O_SORTBIAS1200_,2497844507
shockD_BILLBOARDYAXIS__O_OBJ_O_HIR_O_OBJ_O_HIR_O_SORTBIAS1200_,130451924
waA_BILLBOARDYAXIS__O_OBJ_O_HIR_O_OBJ_O_HIR_O_SORTBIAS1050_,2559349329
waB_BILLBOARDYAXIS__O_OBJ_O_HIR_O_OBJ_O_HIR_O_SORTBIAS1050_,2101291908
BallM_BILLBOARD__O_OBJ_O_HIR_O_OBJ_O_HIR,3111044842
FeatherL_O_OBJ_O_HIR,853156335
FeatherR_O_OBJ_O_HIR,909148572
Navy1_O_OBJ_O_HIR,2890927669
group1_O_OBJ_O_HIR,3927547002
HaveN,762060932
BitBlueLightM_O_OBJ_O_HIR_NSC,1167825348
BitBlueM_O_OBJ_O_HIR,3684867475
BitYellowLightM_O_OBJ_O_HIR,3413281505
BitYellowM_O_OBJ_O_HIR,3619844743
BodyM_O_OBJ_O_HIR,1949859307
LightM_O_OBJ_O_HIR_NSC,3172539467
LightRM_O_OBJ_O_HIR_NSC,3845413533
crownA2_VIS_O_OBJ_O_OBJ_O_HIR_O_SORTBIAS10_,3428566821
crownA_VIS_O_OBJ_O_OBJ_O_HIR_O_SORTBIAS100_,3036224703
crownB2_VIS_O_OBJ_O_OBJ_O_HIR_O_SORTBIAS10_,2066549037
crownB_VIS_O_OBJ_O_OBJ_O_HIR_O_SORTBIAS100_,2245389383
null_VIS_O_OBJ_O_HIR,748837262
waveA0_VIS_O_OBJ_O_HIR,435515601
waveA1_VIS_O_OBJ_O_HIR,14376711
waveB1_VIS_O_OBJ_O_HIR,3502597917
waveB2_VIS_O_OBJ_O_HIR,466820485
impact1_VIS_O_OBJ_O_OBJ_O_HIR_O_SORTBIAS90_,1358449104
impact2_VIS_O_OBJ_O_OBJ_O_HIR_O_SORTBIAS100_,1612073189
wind1_O_OBJ_O_HIR_O_SORTBIAS90_,2263268534
impact1_O_OBJ_O_HIR,2212880004
shock_smoke1_O_OBJ_O_HIR,73468343
shock_smoke2_O_OBJ_O_HIR,169639382
shock_smoke3_O_OBJ_O_HIR,3729174766
shock_smoke2_O_OBJ_O_HIR2,767718198
shock_smoke4_O_OBJ_O_HIR,390038827
shock_smoke5_O_OBJ_O_HIR1,3768786733
shock_smoke5_O_OBJ_O_HIR2,3768786732
BodyAdd_O_OBJ_O_HIR_O_SORTBIAS100_,1993170424
BodyAlpha_O_OBJ_O_HIR_O_SORTBIAS0_,786994566
ita1_O_OBJ_O_HIR,399806276
